Fees Status,Day,Month,Advertising Channel,Advertisement ,Enrolled Courses,Paid Fees,Number of phone calls,Average call duration,Training Models,Training Levels,Location,Sale Team,Consultant
Paid,24,Dec,Direct Call,AD01-9361,3,USD 750.000,1,8:20,Excavator,Pre. L8,New York,Mohammed,Kisho
Paid,28,Sep,Direct Call,AD01-9362,2,USD 600.000,2,8:40,Excavator,Fndn. L5,New York,Ahmed,Hany
Paid,8,Oct,Direct Call,AD01-9362,3,USD 750.000,2,8:40,Excavator,Pre. L8,New York,Mohammed,Kenza
Paid,10,Nov,Direct Call,AD01-9361,1,USD 350.000,2,8:40,Excavator,Pre. L4,New York,Salah,Ahmed
Paid,7,Oct,Direct Call,AD01-9362,2,USD 600.000,2,9:00,Excavator,KJI. L4,New York,Salah,John
Paid,21,Oct,Direct Call,AD01-9365,4,USD 1.000.000,2,9:12,Excavator,Fndn. L3,New York,Mohammed,Mohmed
Paid,3,Nov,Direct Call,AD01-9362,3,USD 750.000,2,9:15,Excavator,Pre. L3,New York,Abdullah,Reham
Paid,11,Feb,Direct Call,AD01-9362,5,USD 1.250.000,1,9:15,Excavator,Fndn. L5,New York,Salah,Sahar
Paid,13,Aug,Direct Call,AD01-9362,3,USD 750.000,1,10:10,Excavator,Pre. L2,New York,Mohammed,Rony
Paid,1,Dec,Direct Call,AD01-9362,5,USD 1.250.000,3,12:55,Excavator,Pre. L8,New York,Ahmed,Khalil
Paid,2,Oct,Direct Call,AD01-9361,3,USD 600.000,1,2:00,Excavator,Fndn. L1,New York,Salah,Kisho
Paid,6,Oct,Direct Call,AD01-9362,5,USD 1.000.000,2,2:00,Excavator,KJI. L4,New York,Ahmed,Dary
Paid,3,Apr,Direct Call,AD01-9362,4,USD 750.000,1,2:00,Excavator,Pre. L3,New York,Salah,Sahar
Paid,10,May,Direct Call,AD01-9364,4,USD 1.000.000,3,2:00,Excavator,Pre. L2,New York,Abdullah,Reham
Paid,5,May,Direct Call,AD01-9361,1,USD 350.000,2,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,11,Oct,Direct Call,AD01-9362,3,USD 750.000,2,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,16,Jan,Direct Call,AD01-9361,5,USD 1.250.000,1,2:00,Excavator,Pre. L2,New York,Mohammed,Rony
Paid,11,May,Direct Call,AD01-9361,5,USD 1.250.000,4,2:00,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,12,Jul,Direct Call,AD01-9361,2,USD 600.000,4,2:00,Excavator,Fndn. L3,New York,Abdullah,Reham
Paid,11,Sep,Direct Call,AD01-9362,3,USD 750.000,1,2:00,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,29,Oct,Direct Call,AD01-9364,5,USD 1.250.000,6,2:00,Excavator,KJI. L4,New York,Salah,Jood
Paid,30,Nov,Direct Call,AD01-9361,5,USD 1.050.000,3,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,30,Oct,Direct Call,AD01-9362,3,USD 750.000,2,2:00,Excavator,Fndn. L6,New York,Mohammed,Kisho
Paid,3,Nov,Direct Call,AD01-9363,5,USD 1.250.000,2,2:00,Excavator,Pre. L4,New York,Salah,Dary
Paid,11,Feb,Direct Call,AD01-9362,2,USD 600.000,1,2:00,Excavator,KJI. L4,New York,Salah,Dary
Paid,11,Sep,Direct Call,AD01-9361,3,USD 750.000,3,2:00,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,9,Sep,Direct Call,AD01-9365,5,USD 1.050.000,1,2:00,Excavator,Fndn. L3,New York,Mohammed,Mohmed
Paid,15,Nov,Direct Call,AD01-9364,4,USD 750.000,1,2:00,Excavator,Pre. L3,New York,Mohammed,Mohmed
Paid,11,Aug,Direct Call,AD01-9362,2,USD 600.000,1,2:00,Excavator,Pre. L8,New York,Mohammed,Kisho
Paid,30,Oct,Direct Call,AD01-9361,3,USD 750.000,2,2:12,Excavator,Pre. L3,New York,Mohammed,Kisho
Paid,8,Oct,Direct Call,AD01-9364,5,USD 1.250.000,3,2:25,Excavator,Fndn. L1,New York,Mohammed,Mohmed
Paid,10,Nov,Direct Call,AD01-9361,1,USD 350.000,6,2:25,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,8,Oct,Direct Call,AD01-9362,3,USD 750.000,1,2:30,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,5,Nov,Direct Call,AD01-9364,2,USD 600.000,3,2:30,Excavator,KJI. L4,New York,Salah,Dary
Paid,11,Jan,Direct Call,AD01-9362,5,USD 1.000.000,1,2:30,Excavator,Fndn. L5,New York,Abdullah,Reham
Paid,22,Nov,Direct Call,AD01-9362,3,USD 750.000,6,3:00,Excavator,Pre. L8,New York,Salah,Ahmed
Paid,27,Sep,Direct Call,AD01-9362,3,USD 550.000,4,3:10,Excavator,Pre. L3,New York,Salah,Dary
Paid,1,Oct,Direct Call,AD01-9365,3,USD 550.000,3,3:16,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,4,Nov,Direct Call,AD01-9361,1,USD 350.000,2,3:17,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,13,Jul,Direct Call,AD01-9361,3,USD 750.000,5,3:40,Excavator,Pre. L2,New York,Abdullah,Hisham
Paid,16,Nov,Direct Call,AD01-9365,5,USD 1.250.000,1,3:40,Excavator,Fndn. L5,New York,Mohammed,Mohmed
Paid,13,Jul,Direct Call,AD01-9361,3,USD 750.000,5,3:40,Excavator,Pre. L2,New York,Abdullah,Hisham
Paid,11,Oct,Direct Call,AD01-9362,3,USD 750.000,1,4:40,Excavator,Fndn. L3,New York,Salah,Sahar
Paid,1,Oct,Direct Call,AD01-9364,3,USD 750.000,5,5:14,Excavator,Fndn. L5,New York,Salah,Dary
Paid,28,Sep,Direct Call,AD01-9364,2,USD 600.000,2,6:15,Excavator,Fndn. L3,New York,Salah,Dary
Paid,31,Oct,Direct Call,AD01-9362,3,USD 750.000,1,6:18,Excavator,Fndn. L3,New York,Mohammed,Rony
Paid,17,Feb,Direct Call,AD01-9362,4,USD 750.000,2,6:20,Excavator,Pre. L4,New York,Abdullah,Hisham
Paid,17,Feb,Direct Call,AD01-9362,4,USD 750.000,2,6:20,Excavator,Pre. L4,New York,Abdullah,Hisham
Paid,31,Oct,Direct Call,AD01-9362,5,USD 1.050.000,5,6:30,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,7,Oct,Direct Call,AD01-9362,2,USD 600.000,3,7:30,Excavator,Pre. L3,New York,Salah,John
Paid,29,Nov,Direct Call,AD01-9362,3,USD 750.000,4,7:30,Excavator,KJI. L4,New York,Salah,John
Paid,16,Feb,Direct Call,AD01-9361,3,USD 550.000,3,8:00,Excavator,Pre. L8,New York,Salah,Sahar
Paid,23,Dec,Direct Call,AD01-9362,5,USD 1.050.000,1,8:10,Excavator,Pre. L4,New York,Salah,Sahar
Paid,1,Dec,Direct Call,AD01-9362,3,USD 600.000,4,8:12,Excavator,KJI. L4,New York,Abdullah,Reham
Paid,29,Nov,Direct Call,AD01-9364,2,USD 600.000,2,8:20,Excavator,Fndn. L1,New York,Salah,Dary
Paid,28,Sep,Direct Call,AD01-9361,3,USD 750.000,2,8:40,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,29,Oct,Direct Call,AD01-9362,2,USD 600.000,2,8:40,Excavator,Fndn. L3,New York,Salah,Sahar
Paid,7,Oct,Direct Call,AD01-9364,2,USD 600.000,7,8:40,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,13,Nov,Direct Call,AD01-9361,4,USD 1.000.000,5,9:15,Excavator,Pre. L8,New York,Mohammed,Rony
Paid,1,Jul,Youtube Channel,AD01-9361,2,USD 600.000,5,2:00,Excavator,Pre. L3,New York,Abdullah,Reham
Paid,4,May,Youtube Channel,AD01-9364,3,USD 750.000,1,2:00,Excavator,Fndn. L3,New York,Mohammed,Rony
Paid,16,Nov,Youtube Channel,AD01-9361,2,USD 600.000,3,2:00,Excavator,Fndn. L6,New York,Ahmed,Khalil
Paid,26,Aug,Youtube Channel,AD01-9364,3,USD 750.000,1,2:00,Excavator,Pre. L4,New York,Mohammed,Rony
Paid,30,Sep,Youtube Channel,AD01-9362,2,USD 600.000,5,2:10,Excavator,Fndn. L1,New York,Mohammed,Mohmed
Paid,14,Sep,Youtube Channel,AD01-9362,1,USD 350.000,1,2:10,Excavator,Pre. L2,New York,Mohammed,Rony
Paid,30,Sep,Youtube Channel,AD01-9364,3,USD 750.000,4,2:56,Excavator,Fndn. L1,New York,Ahmed,Hany
Paid,21,Oct,Youtube Channel,AD01-9362,2,USD 600.000,4,3:00,Excavator,Pre. L3,New York,Salah,Sahar
Paid,28,Oct,Youtube Channel,AD01-9361,1,USD 350.000,2,3:12,Excavator,Pre. L8,New York,Mohammed,Kisho
Paid,17,Sep,Youtube Channel,AD01-9364,3,USD 550.000,4,3:30,Excavator,KJI. L4,New York,Ahmed,Hany
Paid,16,Dec,Youtube Channel,AD01-9361,5,USD 1.250.000,2,4:48,Excavator,KJI. L4,New York,Abdullah,Hisham
Paid,1,May,Youtube Channel,AD01-9362,2,USD 600.000,3,5:14,Excavator,KJI. L4,New York,Mohammed,Kisho
Paid,1,May,Youtube Channel,AD01-9362,2,USD 600.000,3,5:14,Excavator,KJI. L4,New York,Mohammed,Kisho
Paid,22,Nov,Youtube Channel,AD01-9362,3,USD 750.000,4,6:30,Excavator,KJI. L4,New York,Salah,Dina
Paid,30,Nov,Youtube Channel,AD01-9362,1,USD 350.000,3,6:30,Excavator,KJI. L4,New York,Mohammed,Rony
Paid,28,Dec,Youtube Channel,AD01-9362,4,USD 1.000.000,2,6:30,Excavator,Fndn. L1,New York,Mohammed,Rony
Paid,1,May,Youtube Channel,AD01-9362,3,USD 750.000,1,7:30,Excavator,Pre. L3,New York,Salah,Dina
Paid,13,Sep,Youtube Channel,AD01-9361,2,USD 500.000,2,8:00,Excavator,KJI. L4,New York,Salah,Sahar
Paid,22,Nov,Youtube Channel,AD01-9362,3,USD 750.000,1,8:10,Excavator,Fndn. L5,New York,Ahmed,Khalil
Paid,6,Sep,Youtube Channel,AD01-9361,3,USD 750.000,4,8:40,Excavator,Fndn. L1,New York,Mohammed,Kisho
Paid,15,Nov,Youtube Channel,AD01-9361,2,USD 600.000,3,9:00,Excavator,Pre. L4,New York,Salah,Ahmed
Paid,11,Sep,Direct Call,AD01-9364,2,USD 1.900.000,1,4:00,Tower Crane,Fndn. L1,New York,Mohammed,Habib
Paid,10,May,Direct Call,AD01-9364,2,USD 1.900.000,2,7:30,Tower Crane,Pre. L2,New York,Mohammed,Mohmed
Paid,12,Jun,Company Website,AD01-9361,2,USD 190.000,3,2:00,Truck,Fndn. L1,New York,Salah,Dary
Paid,20,Jul,Company Website,AD01-9362,1,USD 95.000,5,2:00,Truck,Fndn. L5,New York,Ahmed,Hany
Paid,12,Aug,Company Website,AD01-9361,2,USD 190.000,4,2:10,Truck,Fndn. L3,New York,Mohammed,Mohmed
Paid,8,Oct,Company Website,AD01-9364,1,USD 95.000,2,2:56,Truck,Pre. L2,New York,Salah,Dary
Paid,8,Oct,Company Website,AD01-9361,1,USD 95.000,3,6:30,Truck,Fndn. L5,New York,Mohammed,Rony
Paid,4,Nov,Company Website,AD01-9361,2,USD 190.000,4,6:30,Truck,Pre. L4,New York,Mohammed,Rony
Paid,15,Nov,Company Website,AD01-9363,1,USD 95.000,7,6:30,Truck,Pre. L2,New York,Abdullah,Reham
Paid,16,Nov,Company Website,AD01-9361,1,USD 95.000,1,7:30,Truck,KJI. L4,New York,Mohammed,Rony
Paid,11,Feb,Company Website,AD01-9364,2,USD 190.000,2,8:12,Truck,KJI. L4,New York,Salah,Dina
Paid,30,Aug,Company Website,AD01-9364,2,USD 190.000,2,8:40,Truck,Pre. L3,New York,Mohammed,Rony
Paid,8,Oct,Company Website,AD01-9362,1,USD 95.000,4,12:45,Truck,KJI. L4,New York,Ahmed,Hany
Paid,17,Jan,Company Website,AD01-9362,2,USD 190.000,4,12:45,Truck,Fndn. L5,New York,Mohammed,Rony
Paid,3,Nov,Direct Call,AD01-9364,1,USD 95.000,3,2:00,Truck,Pre. L4,New York,Salah,Dary
Paid,22,Nov,Direct Call,AD01-9364,1,USD 95.000,1,2:00,Truck,Pre. L8,New York,Ahmed,Hany
Paid,3,Oct,Direct Call,AD01-9362,2,USD 190.000,2,2:00,Truck,KJI. L4,New York,Mohammed,Rony
Paid,22,Nov,Direct Call,AD01-9362,1,USD 95.000,5,2:00,Truck,Fndn. L5,New York,Salah,Dary
Paid,13,Sep,Direct Call,AD01-9365,1,USD 95.000,6,2:00,Truck,Fndn. L3,New York,Salah,Dina
Paid,12,Feb,Direct Call,AD01-9364,1,USD 95.000,5,2:00,Truck,Fndn. L3,New York,Ahmed,Hany
Paid,30,Sep,Facebook Page,AD01-9362,2,USD 190.000,1,2:00,Truck,Fndn. L1,New York,Abdullah,Reham
Paid,22,Nov,Facebook Page,AD01-9362,2,USD 190.000,3,2:12,Truck,Pre. L4,New York,Salah,Dina
Paid,3,Nov,Facebook Page,AD01-9361,1,USD 95.000,3,2:12,Truck,Fndn. L5,New York,Mohammed,Rony
Paid,13,Dec,Facebook Page,AD01-9362,1,USD 95.000,3,2:18,Truck,KJI. L4,New York,Ahmed,Khalil
Paid,10,Sep,Facebook Page,AD01-9362,1,USD 95.000,3,2:25,Truck,Pre. L3,New York,Mohammed,Mohmed
Paid,22,Sep,Facebook Page,AD01-9362,1,USD 95.000,2,2:30,Truck,Fndn. L1,New York,Ahmed,Hany
Paid,12,Sep,Facebook Page,AD01-9363,2,USD 190.000,1,2:50,Truck,Pre. L3,New York,Mohammed,Kenza
Paid,9,Sep,Facebook Page,AD01-9361,2,USD 190.000,5,4:40,Truck,KJI. L4,New York,Mohammed,Rony
Paid,22,Nov,Facebook Page,AD01-9362,1,USD 95.000,1,4:40,Truck,Pre. L4,New York,Mohammed,Rony
Paid,11,Oct,Facebook Page,AD01-9362,2,USD 190.000,3,5:14,Truck,Fndn. L1,New York,Salah,Sahar
Paid,31,Dec,Facebook Page,AD01-9361,1,USD 95.000,3,6:15,Truck,Pre. L8,New York,Salah,Dary
Paid,28,Aug,Facebook Page,AD01-9362,2,USD 190.000,5,7:14,Truck,Pre. L3,New York,Salah,Sahar
Paid,13,Dec,Facebook Page,AD01-9362,1,USD 95.000,2,8:40,Truck,KJI. L4,New York,Salah,Sahar
Paid,11,Jan,Facebook Page,AD01-9361,2,USD 190.000,1,9:15,Truck,Fndn. L5,New York,Ahmed,Hany
Paid,6,Jul,Google Ad,AD01-9362,2,USD 190.000,1,2:12,Truck,Fndn. L5,New York,Salah,Dina
Paid,2,Nov,Google Ad,AD01-9365,2,USD 190.000,1,7:10,Truck,KJI. L4,New York,Abdullah,Reham
Paid,11,May,Direct Call,AD01-9361,1,USD 95.000,1,2:00,Truck,KJI. L4,New York,Abdullah,Reham
Paid,11,May,Direct Call,AD01-9361,1,USD 95.000,1,2:00,Truck,KJI. L4,New York,Abdullah,Reham
Paid,31,Aug,Direct Call,AD01-9361,1,USD 95.000,3,2:00,Truck,Pre. L3,New York,Mohammed,Mohmed
Paid,31,Aug,Direct Call,AD01-9361,1,USD 95.000,3,2:00,Truck,Pre. L3,New York,Mohammed,Mohmed
Paid,15,Dec,Direct Call,AD01-9361,2,USD 190.000,1,2:00,Truck,Fndn. L5,New York,Mohammed,Kenza
Paid,11,Oct,Direct Call,AD01-9361,2,USD 190.000,2,5:12,Truck,Pre. L8,New York,Ahmed,Hany
Paid,13,Dec,Direct Call,AD01-9363,2,USD 190.000,2,5:15,Truck,Fndn. L1,New York,Ahmed,Hany
Paid,26,Oct,Direct Call,AD01-9364,2,USD 190.000,4,6:30,Truck,KJI. L4,New York,Ahmed,Hany
Paid,11,Jan,Direct Call,AD01-9362,2,USD 190.000,4,7:30,Truck,Pre. L2,New York,Ahmed,Hany
Paid,11,Jan,Direct Call,AD01-9362,2,USD 190.000,4,7:30,Truck,Pre. L2,New York,Ahmed,Hany
Paid,21,Dec,Direct Call,AD01-9362,1,USD 95.000,2,8:20,Truck,Pre. L3,New York,Salah,Ahmed
Paid,25,Oct,Direct Call,AD01-9364,1,USD 95.000,3,9:15,Truck,Pre. L8,New York,Mohammed,Kisho
Paid,12,Oct,Direct Call,AD01-9362,2,USD 190.000,3,9:36,Truck,Pre. L3,New York,Mohammed,Mohmed
Paid,21,Sep,Direct Call,AD01-9361,2,USD 190.000,3,12:55,Truck,Fndn. L1,New York,Mohammed,Mohmed
Paid,30,Sep,Direct Call,AD01-9361,1,USD 95.000,4,2:00,Truck,Fndn. L5,New York,Salah,Jood
Paid,1,May,Direct Call,AD01-9362,2,USD 190.000,2,2:25,Truck,Pre. L8,New York,Abdullah,Adam
Paid,1,May,Direct Call,AD01-9362,2,USD 190.000,2,2:25,Truck,Pre. L8,New York,Abdullah,Adam
Paid,21,Oct,Direct Call,AD01-9364,2,USD 190.000,3,2:30,Truck,Fndn. L3,New York,Abdullah,Reham
Paid,4,May,Direct Call,AD01-9362,1,USD 95.000,1,3:10,Truck,Pre. L3,New York,Abdullah,Adam
Paid,30,Dec,Direct Call,AD01-9361,1,USD 95.000,2,12:55,Truck,Fndn. L5,New York,Mohammed,Habib
Paid,11,Feb,Youtube Channel,AD01-9364,2,USD 190.000,3,2:00,Truck,Fndn. L1,New York,Salah,Dary
Paid,16,Sep,Company Website,AD01-9361,5,USD 100.000,5,12:45,Truck,KJI. L4,New York,Abdullah,Hisham
Paid,30,Dec,Company Website,AD01-9362,1,USD 35.000,1,12:55,Truck,Pre. L3,New York,Salah,Dina
Paid,10,Sep,Company Website,AD01-9363,4,USD 55.000,1,2:00,Truck,KJI. L4,New York,Abdullah,Adam
Paid,1,May,Company Website,AD01-9364,4,USD 100.000,2,2:12,Truck,Fndn. L5,New York,Salah,Dary
Paid,16,Aug,Company Website,AD01-9361,4,USD 55.000,3,3:00,Truck,Fndn. L5,New York,Salah,Dary
Paid,10,Oct,Company Website,AD01-9364,4,USD 55.000,2,4:40,Truck,KJI. L4,New York,Mohammed,Habib
Paid,30,Sep,Direct Call,AD01-9361,1,USD 9.500,4,2:00,Truck,Fndn. L5,New York,Salah,Jood
Paid,1,May,Direct Call,AD01-9362,2,USD 19.000,2,2:25,Truck,Pre. L8,New York,Abdullah,Adam
Paid,1,May,Direct Call,AD01-9362,2,USD 19.000,2,2:25,Truck,Pre. L8,New York,Abdullah,Adam
Paid,21,Oct,Direct Call,AD01-9364,2,USD 19.000,3,2:30,Truck,Fndn. L3,New York,Abdullah,Reham
Paid,4,May,Direct Call,AD01-9362,1,USD 9.500,1,3:10,Truck,Pre. L3,New York,Abdullah,Adam
Paid,30,Dec,Direct Call,AD01-9361,1,USD 9.500,2,12:55,Truck,Fndn. L5,New York,Mohammed,Habib
Paid,11,Feb,Youtube Channel,AD01-9364,2,USD 19.000,3,2:00,Truck,Fndn. L1,New York,Salah,Dary
Paid,16,Sep,Company Website,AD01-9361,5,USD 100.000,5,12:45,Truck,KJI. L4,New York,Abdullah,Hisham
Paid,30,Dec,Company Website,AD01-9362,1,USD 35.000,1,12:55,Truck,Pre. L3,New York,Salah,Dina
Paid,10,Sep,Company Website,AD01-9363,4,USD 55.000,1,2:00,Truck,KJI. L4,New York,Abdullah,Adam
Paid,1,May,Company Website,AD01-9364,4,USD 100.000,2,2:12,Truck,Fndn. L5,New York,Salah,Dary
Paid,16,Aug,Company Website,AD01-9361,4,USD 55.000,3,3:00,Truck,Fndn. L5,New York,Salah,Dary
Paid,10,Oct,Company Website,AD01-9364,4,USD 55.000,2,4:40,Truck,KJI. L4,New York,Mohammed,Habib
Paid,13,Feb,Direct Call,AD01-9364,1,USD 35.000,6,12:55,Truck,Pre. L2,New York,Ahmed,Khalil
Paid,25,Dec,Facebook Page,AD01-9361,4,USD 100.000,4,6:18,Truck,Pre. L3,New York,Salah,Dary
Paid,31,Oct,Facebook Page,AD01-9361,4,USD 100.000,1,6:20,Truck,Fndn. L6,New York,Salah,Dina
Paid,10,Apr,Google Ad,AD01-9364,3,USD 75.000,1,12:55,Truck,Pre. L3,New York,Salah,Dina
Paid,10,Apr,Google Ad,AD01-9364,3,USD 75.000,1,12:55,Truck,Pre. L3,New York,Salah,Dina
Paid,13,Nov,Google Ad,AD01-9365,4,USD 100.000,3,2:00,Truck,KJI. L4,New York,Abdullah,Reham
Paid,18,Oct,Google Ad,AD01-9362,4,USD 55.000,2,2:00,Truck,Pre. L4,New York,Ahmed,Khalil
Paid,11,Dec,Google Ad,AD01-9361,4,USD 100.000,3,2:12,Truck,Pre. L4,New York,Abdullah,Hisham
Paid,1,Dec,Direct Call,AD01-9362,5,USD 125.000,3,12:55,Truck,Pre. L8,New York,Ahmed,Khalil
Paid,1,May,Direct Call,AD01-9364,4,USD 100.000,4,2:00,Truck,Fndn. L1,New York,Salah,Dina
Paid,26,Oct,Direct Call,AD01-9361,4,USD 100.000,3,2:00,Truck,KJI. L4,New York,Salah,John
Paid,27,Aug,Direct Call,AD01-9361,4,USD 55.000,1,2:00,Truck,Pre. L2,New York,Abdullah,Reham
Paid,27,Aug,Direct Call,AD01-9361,4,USD 55.000,1,2:00,Truck,Pre. L2,New York,Abdullah,Reham
Paid,2,Nov,Direct Call,AD01-9362,4,USD 100.000,4,2:10,Truck,Pre. L2,New York,Mohammed,Mohmed
Paid,24,Oct,Direct Call,AD01-9361,4,USD 100.000,2,2:30,Truck,Pre. L2,New York,Abdullah,Reham
Paid,17,Jun,Direct Call,AD01-9362,4,USD 100.000,1,2:56,Truck,Pre. L8,New York,Salah,Ahmed
Paid,25,Sep,Direct Call,AD01-9361,4,USD 100.000,2,3:14,Truck,KJI. L4,New York,Salah,John
Paid,1,Jun,Direct Call,AD01-9361,4,USD 100.000,4,3:16,Truck,Fndn. L1,New York,Ahmed,Hany
Paid,24,Oct,Direct Call,AD01-9362,4,USD 100.000,1,4:40,Truck,KJI. L4,New York,Ahmed,Khalil
Paid,10,Oct,Direct Call,AD01-9361,4,USD 55.000,5,6:30,Truck,Fndn. L3,New York,Ahmed,Khalil
Paid,1,Apr,Direct Call,AD01-9361,4,USD 100.000,3,2:00,Truck,Fndn. L1,New York,Ahmed,Hany
Paid,29,Nov,Direct Call,AD01-9365,4,USD 55.000,3,2:50,Truck,Pre. L3,New York,Abdullah,Reham
Paid,30,Sep,Youtube Channel,AD01-9362,4,USD 100.000,5,6:15,Truck,KJI. L4,New York,Ahmed,Khalil
Not Paid,12,Jun,Company Website,AD01-9364,,,2,2:00,,,New York,Mohammed,Kisho
Not Paid,12,Jun,Company Website,AD01-9364,,,2,2:00,,,New York,Mohammed,Kisho
Not Paid,5,Oct,Company Website,AD01-9361,,,5,2:00,,,New York,Mohammed,Mohmed
Not Paid,30,Dec,Company Website,AD01-9361,,,1,2:00,,,New York,Abdullah,Reham
Not Paid,8,Jul,Company Website,AD01-9364,,,3,2:00,,,New York,Mohammed,Mohmed
Not Paid,26,Nov,Company Website,AD01-9361,,,6,2:00,,,New York,Mohammed,Rony
Not Paid,8,Jul,Company Website,AD01-9364,,,3,2:00,,,New York,Mohammed,Mohmed
Not Paid,11,Oct,Company Website,AD01-9362,,,1,2:00,,,New York,Abdullah,Hisham
Not Paid,30,Dec,Company Website,AD01-9363,,,5,2:00,,,New York,Salah,Ahmed
Not Paid,30,Dec,Company Website,AD01-9362,,,3,2:00,,,New York,Salah,Dary
Not Paid,30,May,Company Website,AD01-9362,,,3,2:18,,,New York,Abdullah,Hisham
Not Paid,10,Oct,Company Website,AD01-9362,,,3,3:00,,,New York,Salah,Ahmed
Not Paid,16,Mar,Company Website,AD01-9364,,,5,3:12,,,New York,Salah,Dary
Not Paid,10,Dec,Company Website,AD01-9362,,,4,3:14,,,New York,Salah,Ahmed
Not Paid,17,Sep,Company Website,AD01-9364,,,2,3:16,,,New York,Abdullah,Reham
Not Paid,5,Oct,Company Website,AD01-9361,,,1,3:17,,,New York,Mohammed,Kenza
Not Paid,14,Aug,Company Website,AD01-9362,,,4,4:40,,,New York,Salah,Sahar
Not Paid,5,Dec,Company Website,AD01-9362,,,5,5:15,,,New York,Mohammed,Habib
Not Paid,7,Jul,Company Website,AD01-9364,,,3,7:30,,,New York,Abdullah,Hisham
Not Paid,14,Dec,Company Website,AD01-9362,,,4,9:12,,,New York,Mohammed,Rony
Not Paid,29,Sep,Company Website,AD01-9361,,,2,9:15,,,New York,Mohammed,Kisho
Not Paid,11,Mar,Facebook Page,AD01-9364,,,1,2:00,,,New York,Salah,Dina
Not Paid,14,Dec,Direct Call,AD01-9362,,,1,2:00,,,New York,Salah,Sahar
Not Paid,9,Oct,Direct Call,AD01-9365,,,1,2:00,,,New York,Abdullah,Reham
Not Paid,21,Oct,Direct Call,AD01-9362,,,3,2:25,,,New York,Salah,Dina
Not Paid,23,Sep,Direct Call,AD01-9362,,,1,3:40,,,New York,Mohammed,Kisho
Not Paid,3,Jan,Facebook Page,AD01-9361,,,1,5:12,,,New York,Salah,Dary
Not Paid,20,Nov,Facebook Page,AD01-9363,,,3,5:12,,,New York,Mohammed,Mohmed
Not Paid,29,Nov,Direct Call,AD01-9361,,,2,5:12,,,New York,Ahmed,Hany
Not Paid,3,Jan,Direct Call,AD01-9361,,,1,5:12,,,New York,Salah,Dary
Not Paid,7,Oct,Direct Call,AD01-9361,,,1,6:18,,,New York,Salah,John
Not Paid,11,Dec,Direct Call,AD01-9361,,,2,6:18,,,New York,Mohammed,Kisho
Not Paid,13,Sep,Direct Call,AD01-9361,,,1,6:20,,,New York,Ahmed,Khalil
Not Paid,19,Nov,Direct Call,AD01-9364,,,2,6:20,,,New York,Mohammed,Kisho
Not Paid,1,Sep,Direct Call,AD01-9362,,,4,7:30,,,New York,Salah,John
Not Paid,12,Sep,Direct Call,AD01-9362,,,3,8:00,,,New York,Ahmed,Hany
Not Paid,10,Nov,Direct Call,AD01-9361,,,5,9:36,,,New York,Salah,John
Not Paid,11,Nov,Direct Call,AD01-9365,,,2,10:10,,,New York,Salah,Sahar
Not Paid,11,Feb,Direct Call,AD01-9361,,,2,12:55,,,New York,Mohammed,Mohmed
Not Paid,18,Nov,Direct Call,AD01-9361,,,2,12:55,,,New York,Ahmed,Khalil
Not Paid,11,Feb,Direct Call,AD01-9361,,,2,12:55,,,New York,Mohammed,Mohmed
Not Paid,10,Dec,Google Ad,AD01-9364,,,1,2:00,,,New York,Salah,Sahar
Not Paid,19,Nov,Google Ad,AD01-9362,,,2,2:00,,,New York,Ahmed,Hany
Not Paid,15,Nov,Google Ad,AD01-9361,,,4,2:00,,,New York,Abdullah,Reham
Not Paid,2,Sep,Google Ad,AD01-9362,,,2,2:00,,,New York,Abdullah,Hisham
Not Paid,30,Dec,Google Ad,AD01-9362,,,4,2:00,,,New York,Ahmed,Khalil
Not Paid,20,Sep,Google Ad,AD01-9361,,,1,2:25,,,New York,Abdullah,Reham
Not Paid,23,Oct,Google Ad,AD01-9362,,,3,2:25,,,New York,Ahmed,Hany
Not Paid,11,Nov,Google Ad,AD01-9361,,,3,2:50,,,New York,Abdullah,Hisham
Not Paid,22,Nov,Google Ad,AD01-9361,,,1,3:00,,,New York,Abdullah,Reham
Not Paid,14,Oct,Google Ad,AD01-9362,,,4,3:17,,,New York,Salah,Dary
Not Paid,12,Aug,Google Ad,AD01-9362,,,1,5:14,,,New York,Mohammed,Kisho
Not Paid,10,Oct,Google Ad,AD01-9361,,,6,6:30,,,New York,Abdullah,Hisham
Not Paid,15,Nov,Google Ad,AD01-9362,,,4,7:10,,,New York,Salah,Ahmed
Not Paid,13,Mar,Google Ad,AD01-9362,,,2,7:14,,,New York,Abdullah,Hisham
